s1	n_true	n_true_s2	n_true_s3	validation
S1-905555975	4	1	3	1
S1-928316074	4	2	2	0
S1-86431758	3	1	2	0
S1-839726829	6	3	3	0
S1-335518167	4	2	2	0
S1-344925630	3	3	0	0
S1-416106884	4	2	2	1
S1-389551746	1	1	0	0
S1-877521245	6	3	3	0
S1-155033161	5	2	3	0
S1-252639135	4	1	3	0
S1-960182443	3	2	1	0
S1-234149410	4	2	2	0
S1-4826541	2	1	1	0
S1-970422184	2	1	1	1
S1-49766290	4	3	1	0
S1-301157349	4	2	2	0
S1-563365732	2	1	1	1
S1-76793926	3	1	2	0
S1-896279535	3	2	1	0
S1-216872097	2	2	0	0
S1-324694091	6	3	3	0
S1-247267200	4	2	2	1
S1-506629756	4	0	4	0
S1-268476503	3	1	2	0
S1-182445053	3	1	2	1
S1-388433680	2	1	1	1
S1-996780714	4	3	1	0
S1-561902846	0	0	0	0
S1-11487119	3	2	1	0
S1-650132415	2	1	1	0
S1-787719241	2	1	1	0
S1-730715729	3	1	2	0
S1-696206654	4	2	2	0
S1-131153996	2	1	1	0
S1-159745385	3	1	2	0
S1-489206468	3	1	2	1
S1-399118184	0	0	0	0
S1-417272257	4	2	2	0
S1-100953104	3	1	2	0
S1-252585319	4	2	2	0
S1-800132386	2	0	2	0
S1-47287979	4	1	3	1
S1-863873241	5	1	4	0
S1-599326170	3	2	1	0
S1-854261304	5	2	3	0
S1-567924433	3	2	1	0
S1-149175191	2	1	1	1
S1-513835196	4	2	2	0
S1-549608826	3	2	1	1
S1-902589656	4	2	2	0
S1-694373890	6	4	2	0
S1-203442335	2	1	1	0
S1-985126345	6	3	3	0
S1-613608030	3	2	1	1
S1-377309209	2	2	0	1
S1-209655918	6	1	5	1
S1-677488646	4	1	3	0
S1-289021297	2	0	2	1
S1-659802521	5	2	3	0
S1-462669642	3	3	0	0
S1-690151152	4	1	3	0
S1-228744735	5	3	2	0
S1-179030333	3	1	2	1
S1-212575248	5	2	3	0
S1-577275733	4	3	1	0
S1-146870252	1	0	1	0
S1-955344039	2	1	1	0
S1-934676676	2	1	1	1
S1-144726395	2	2	0	0
S1-182804857	5	5	0	0
S1-350802863	3	2	1	1
S1-7687064	1	1	0	1
S1-696325711	2	1	1	0
S1-978737847	4	1	3	0
S1-989290207	0	0	0	0
S1-465007516	5	3	2	0
S1-413296646	4	3	1	0
S1-616977860	4	2	2	0
S1-45575585	5	2	3	1
S1-558794180	0	0	0	0
S1-936432552	2	1	1	0
S1-903155101	2	1	1	0
S1-375045838	6	2	4	0
S1-951550016	5	2	3	0
S1-552663412	4	2	2	0
S1-714614693	4	1	3	1
S1-749006106	4	2	2	0
S1-373334447	2	1	1	0
S1-514143233	3	2	1	0
S1-721084684	4	2	2	0
S1-291025703	1	0	1	0
S1-985062460	3	2	1	1
S1-321691832	7	4	3	1
S1-916570710	1	1	0	1
S1-387996303	3	2	1	0
S1-399009366	4	1	3	0
S1-225398001	2	1	1	1
S1-815898151	7	3	4	1
S1-442514231	4	2	2	0
S1-570622431	0	0	0	0
S1-263545313	5	3	2	0
S1-835052872	4	1	3	1
S1-354990997	4	2	2	0
S1-461675877	3	1	2	0
S1-589756256	3	1	2	0
S1-602636473	4	2	2	0
S1-461930804	4	2	2	1
S1-849821477	3	2	1	0
S1-600228953	2	1	1	0
S1-261931295	3	1	2	1
S1-12384302	2	1	1	0
S1-408183471	2	2	0	1
S1-863956904	5	2	3	0
S1-993033030	5	2	3	0
S1-508675986	4	2	2	0
S1-896642956	3	1	2	1
S1-784327453	3	2	1	0
S1-902829449	6	2	4	0
S1-388288035	2	2	0	1
S1-378549139	2	2	0	0
S1-100588770	3	2	1	1
S1-397539020	6	3	3	0
S1-587069127	3	0	3	0
S1-387803285	2	1	1	0
S1-263753520	3	1	2	0
S1-646597465	1	1	0	1
S1-174290728	2	0	2	0
S1-65978194	4	2	2	0
S1-852416933	4	2	2	0
S1-231639962	1	0	1	0
S1-837748005	4	1	3	0
S1-631430352	2	1	1	0
S1-392417866	6	4	2	0
S1-310518708	4	3	1	0
S1-965220880	4	1	3	0
S1-600434466	6	2	4	0
S1-876651613	1	0	1	0
S1-109609629	4	2	2	0
S1-831317803	5	2	3	1
S1-337153408	2	1	1	0
S1-655781030	6	3	3	0
S1-544342798	2	1	1	1
S1-686222356	1	1	0	0
S1-628769200	2	0	2	0
S1-466369301	4	2	2	0
S1-406265194	6	1	5	0
S1-161128378	2	2	0	0
S1-873094276	7	4	3	1
S1-739597424	0	0	0	0
S1-177146943	0	0	0	0
S1-153417587	3	0	3	0
S1-257203049	5	2	3	0
S1-537258022	2	1	1	1
S1-667852528	4	2	2	0
S1-105750285	3	1	2	1
S1-889372471	2	2	0	1
S1-411067780	2	1	1	0
S1-370419392	7	3	4	1
S1-523682412	4	2	2	0
S1-909654804	4	2	2	0
S1-30214338	4	1	3	0
S1-151025970	2	1	1	0
S1-393903055	4	2	2	1
S1-348343236	5	2	3	0
S1-582749579	5	1	4	0
S1-130858124	5	4	1	0
S1-639063566	4	2	2	0
S1-394418075	5	3	2	0
S1-856337741	3	1	2	0
S1-153703217	4	1	3	0
S1-778726773	2	1	1	0
S1-627530250	2	1	1	0
S1-693613253	3	2	1	1
S1-382237627	4	1	3	1
S1-227158359	3	3	0	0
S1-960463382	7	4	3	0
S1-573064990	3	2	1	1
S1-83694663	2	1	1	0
S1-45257038	2	0	2	1
S1-164615504	1	0	1	1
S1-174234108	3	1	2	0
S1-885344288	3	2	1	0
S1-78340602	1	0	1	0
S1-434002281	2	1	1	1
S1-56377747	4	3	1	0
S1-617704623	5	2	3	1
S1-762693050	4	1	3	0
S1-755580403	2	1	1	0
S1-510688610	2	2	0	0
S1-159641046	3	1	2	0
S1-480769944	4	3	1	0
S1-784555375	0	0	0	0
S1-709917118	3	2	1	0
S1-755825682	3	0	3	1
S1-170566434	5	3	2	0
S1-319767383	3	2	1	0
S1-233732268	3	1	2	1
S1-188070281	4	2	2	1
S1-753817648	4	1	3	0
S1-839680533	8	4	4	1
S1-403457719	2	1	1	1
S1-886551786	2	2	0	0
S1-798363025	2	1	1	0
S1-405437770	4	3	1	0
S1-988034975	4	1	3	0
S1-618571743	3	1	2	0
S1-219765772	4	2	2	0
S1-491138472	6	2	4	0
S1-243732195	2	1	1	0
S1-133908979	6	1	5	1
S1-504261681	7	3	4	1
S1-583163899	5	2	3	0
S1-178696524	3	1	2	1
S1-723887905	3	1	2	0
S1-260535926	5	3	2	0
S1-809692747	2	1	1	1
S1-374921406	4	1	3	0
S1-291334839	3	2	1	0
S1-530552317	3	1	2	1
S1-756532295	6	4	2	1
S1-639448087	4	1	3	0
S1-804353271	5	5	0	0
S1-672212822	5	1	4	0
S1-776954181	4	2	2	0
S1-933589924	0	0	0	0
S1-751333861	2	1	1	1
S1-59058003	3	2	1	1
S1-31271939	3	1	2	0
S1-410668413	5	2	3	0
S1-130086589	5	2	3	0
S1-798317327	5	2	3	0
S1-651926344	4	3	1	0
S1-697773688	3	1	2	1
S1-576393711	4	1	3	0
S1-622183692	3	1	2	1
S1-998209878	4	4	0	0
S1-748403331	5	1	4	0
S1-578422540	5	2	3	0
S1-240741347	3	1	2	0
S1-927370970	4	1	3	0
S1-4285107	4	2	2	0
S1-259841007	4	2	2	0
S1-113550187	5	1	4	0
S1-359817814	4	2	2	0
S1-126425263	7	3	4	0
S1-636753598	6	5	1	0
S1-640044387	3	2	1	1
S1-734068246	6	5	1	0
S1-179271772	3	2	1	0
S1-673947617	3	2	1	0
S1-705915203	3	2	1	1
S1-671019242	3	2	1	0
S1-585107938	4	3	1	0
S1-574964449	2	1	1	1
S1-786394724	5	3	2	1
S1-10914674	3	2	1	0
S1-680011811	3	1	2	0
S1-268924724	4	2	2	0
S1-357956834	4	3	1	0
S1-682881822	2	1	1	0
S1-754621128	1	1	0	1
S1-667906650	0	0	0	0
S1-58448814	4	0	4	0
S1-334613119	3	2	1	0
S1-373542813	4	1	3	0
S1-203587926	7	3	4	0
S1-226163817	4	2	2	0
S1-162793443	2	1	1	0
S1-174360531	3	2	1	0
S1-319803773	2	1	1	1
S1-552454085	4	2	2	0
S1-671160538	3	1	2	1
S1-969205212	3	1	2	1
S1-694238108	4	1	3	0
S1-283881582	5	1	4	1
S1-198739579	0	0	0	1
S1-39635653	7	4	3	0
S1-111187001	3	1	2	0
S1-932103139	5	2	3	0
S1-607212498	2	2	0	0
S1-684403978	3	1	2	0
S1-597550527	7	2	5	1
S1-248050840	3	2	1	1
S1-786940733	4	4	0	0
S1-329132834	4	2	2	0
S1-916271211	4	1	3	0
S1-385834244	4	2	2	0
S1-582057159	3	0	3	0
S1-334733674	2	1	1	0
S1-997731506	7	4	3	0
S1-95592336	3	2	1	0
S1-433225698	3	1	2	0
S1-781608659	6	3	3	0
S1-413884258	5	0	5	1
S1-221571016	2	0	2	0
S1-962909612	3	2	1	0
S1-652343462	4	1	3	0
S1-924728856	1	0	1	0
S1-897858581	3	2	1	0
S1-248566799	3	2	1	0
S1-742022801	0	0	0	0
S1-882286956	5	2	3	0
S1-210958355	5	1	4	0
S1-910304460	2	1	1	0
S1-511876979	0	0	0	0
S1-81565963	4	1	3	0
S1-859177707	2	1	1	0
S1-325604362	2	1	1	0
S1-366004857	3	2	1	0
S1-131679635	5	2	3	0
S1-348424826	9	4	5	0
S1-448408444	7	4	3	0
S1-701289038	6	3	3	0
S1-63359662	5	3	2	0
S1-564556684	2	1	1	0
S1-616523129	6	3	3	0
S1-242119386	3	2	1	0
S1-954375751	3	1	2	0
S1-570678038	3	2	1	0
S1-904890918	2	2	0	0
S1-764671465	3	2	1	0
S1-178656456	4	1	3	0
S1-700910866	3	2	1	0
S1-289465966	6	4	2	0
S1-4873480	2	1	1	0
S1-822832467	3	2	1	0
S1-103669468	2	2	0	1
S1-12888605	4	3	1	0
S1-641678128	3	1	2	1
S1-586108049	3	2	1	0
S1-153511237	3	2	1	1
S1-103988337	2	1	1	0
S1-405794353	2	1	1	0
S1-951422442	0	0	0	0
S1-171461624	3	3	0	0
S1-324704727	6	4	2	0
S1-496780343	2	1	1	1
S1-374402411	4	1	3	0
S1-474458221	3	1	2	0
S1-36715811	4	1	3	0
S1-284111531	5	1	4	0
S1-503109914	6	3	3	0
S1-9959665	3	0	3	1
S1-426555197	3	2	1	0
S1-659972029	3	1	2	0
S1-750574139	6	3	3	0
S1-983263685	4	2	2	0
S1-634705990	3	2	1	1
S1-586452023	1	0	1	0
S1-45027980	3	2	1	0
S1-793642420	5	3	2	0
S1-832857751	2	2	0	0
S1-668929193	3	0	3	0
S1-138698286	5	2	3	0
S1-913840699	3	2	1	0
S1-21699966	4	3	1	0
S1-618906384	4	2	2	0
S1-844770393	3	1	2	0
S1-253771687	2	1	1	0
S1-509151823	0	0	0	0
S1-917985531	7	5	2	1
S1-653565609	2	2	0	0
S1-308953938	4	2	2	1
S1-264869509	4	1	3	0
S1-130231941	4	3	1	1
S1-489194922	3	1	2	0
S1-332544672	6	3	3	1
S1-233025802	4	3	1	0
S1-560301510	2	1	1	1
S1-983540069	6	2	4	1
S1-321710048	5	2	3	1
S1-777081734	4	2	2	0
S1-841626263	5	1	4	0
S1-613510252	4	3	1	0
S1-478020202	3	2	1	0
S1-461677396	0	0	0	0
S1-926385228	5	3	2	0
S1-143155407	5	1	4	1
S1-728064565	2	1	1	0
S1-319933467	3	2	1	0
S1-937056972	3	1	2	1
S1-699478256	3	2	1	0
S1-92130743	3	2	1	1
S1-851051313	6	2	4	0
S1-387346976	2	1	1	0
S1-840622359	5	2	3	1
S1-907148765	3	1	2	0
S1-541676951	2	1	1	0
S1-927513065	7	5	2	0
S1-12324980	3	1	2	0
S1-860973264	5	1	4	0
S1-186445962	2	1	1	0
S1-845934238	3	1	2	0
S1-88043632	3	1	2	0
S1-893145159	0	0	0	1
S1-328610312	0	0	0	0
S1-508156081	6	2	4	1
S1-481266972	7	4	3	0
S1-735859388	0	0	0	0
S1-807990988	3	1	2	0
S1-157371209	4	3	1	0
S1-667404497	3	2	1	1
S1-811909560	0	0	0	0
S1-753165522	0	0	0	0
S1-107798913	1	1	0	0
S1-711666436	4	2	2	1
S1-188626013	3	1	2	0
S1-537191216	4	2	2	0
S1-119134798	5	1	4	0
S1-787686324	4	2	2	0
S1-544854581	6	3	3	0
S1-408941682	4	3	1	0
S1-904877068	6	2	4	0
S1-659761244	4	2	2	0
S1-42246345	3	2	1	0
S1-916679619	6	2	4	0
S1-290500747	3	2	1	0
S1-822548240	3	1	2	0
S1-61762792	6	4	2	0
S1-353369344	2	1	1	0
S1-871494022	1	0	1	1
S1-518545725	4	1	3	0
S1-762459909	4	2	2	0
S1-748747790	5	2	3	0
S1-240898806	6	4	2	0
S1-40707936	2	1	1	1
S1-870648820	4	2	2	0
S1-891635814	2	1	1	0
S1-973078151	6	3	3	0
S1-637681727	5	2	3	0
S1-435865138	3	1	2	0
S1-269450022	0	0	0	0
S1-807049666	3	1	2	0
S1-14398230	5	3	2	1
S1-905407945	4	0	4	1
S1-902419943	2	1	1	1
S1-803852285	3	2	1	0
S1-46115494	5	3	2	0
S1-129048785	3	1	2	0
S1-810272105	5	3	2	0
S1-123330682	5	2	3	0
S1-612950538	2	1	1	1
S1-177449948	4	1	3	0
S1-661856840	3	1	2	0
S1-269979273	0	0	0	0
S1-837003798	5	1	4	1
S1-247536241	3	2	1	0
S1-377660526	4	1	3	0
S1-385338827	5	2	3	0
S1-185896323	4	0	4	0
S1-239085040	4	2	2	0
S1-537939350	5	3	2	1
S1-327916128	2	1	1	1
S1-292735893	4	2	2	1
S1-129189468	6	3	3	1
S1-218248619	5	2	3	0
S1-8306734	7	4	3	1
S1-461070808	4	1	3	1
S1-961783111	2	1	1	0
S1-807740152	4	2	2	0
S1-435164062	3	1	2	0
S1-177669122	3	1	2	0
S1-372690345	2	1	1	0
S1-81236112	4	3	1	0
S1-814379016	5	4	1	0
S1-75132614	6	4	2	1
S1-892952625	5	3	2	1
S1-125002985	3	1	2	0
S1-189661882	2	1	1	0
S1-523188737	4	2	2	0
S1-207329319	5	3	2	0
S1-940067831	4	2	2	0
S1-673178853	5	3	2	1
S1-274491766	4	2	2	0
S1-444001472	5	2	3	0
S1-416864706	6	2	4	0
S1-873511659	3	1	2	1
S1-894306869	4	1	3	0
S1-332621131	4	1	3	0
S1-179888434	2	1	1	0
S1-744819212	4	1	3	0
S1-630257849	7	2	5	0
S1-174575092	8	3	5	0
S1-630005235	2	1	1	0
S1-875866022	3	2	1	0
S1-503271306	1	1	0	0
S1-359573250	3	1	2	1
S1-326313319	2	1	1	1
S1-187680473	4	2	2	0
S1-411732177	3	1	2	0
S1-769289819	5	2	3	0
S1-338566110	3	1	2	0
S1-75923599	4	2	2	0
S1-619552943	3	1	2	0
S1-945924704	4	2	2	0
S1-379530924	6	3	3	1
S1-125905322	7	3	4	1
S1-549963411	7	2	5	0
S1-594031723	4	0	4	1
S1-795093736	5	3	2	1
S1-912716593	1	1	0	1
S1-146140598	1	1	0	0
S1-233316635	4	2	2	0
S1-64285241	4	2	2	0
S1-110461692	5	1	4	0
S1-131047407	4	3	1	0
S1-860159292	5	2	3	0
S1-213892203	4	1	3	0
S1-592778493	4	3	1	0
S1-910874860	3	2	1	1
S1-218923933	4	1	3	0
S1-261794552	5	3	2	0
S1-503497463	2	1	1	0
S1-930881887	3	1	2	0
S1-309650476	3	1	2	1
S1-734411892	5	3	2	0
S1-145480834	3	2	1	0
S1-822242154	1	0	1	0
S1-859087027	0	0	0	0
S1-532819632	6	2	4	0
S1-650886240	3	2	1	0
S1-387548686	3	1	2	0
S1-405689668	5	2	3	0
S1-83476125	0	0	0	1
S1-147391148	0	0	0	1
S1-835815819	4	2	2	0
S1-925008495	3	2	1	0
S1-778194046	3	2	1	0
S1-432588891	3	1	2	0
S1-631569262	1	0	1	0
S1-703490938	4	1	3	0
S1-537410650	8	5	3	0
S1-946082930	0	0	0	1
S1-935904290	5	1	4	0
S1-408967078	4	2	2	0
S1-248120243	6	1	5	0
S1-948872858	4	1	3	0
S1-361278004	3	2	1	0
S1-414073650	3	2	1	0
S1-580487024	6	4	2	0
S1-540672860	2	1	1	0
S1-68575982	3	2	1	0
S1-8238245	5	2	3	1
S1-100399179	2	2	0	0
S1-151743794	6	4	2	0
S1-650438733	5	3	2	0
S1-115775057	3	1	2	0
S1-947492669	1	1	0	0
S1-550428647	4	1	3	0
S1-653239512	5	2	3	1
S1-157086365	4	2	2	0
S1-176616076	3	1	2	1
S1-429618745	4	2	2	0
S1-106230486	0	0	0	0
S1-671071076	5	3	2	0
S1-891977834	0	0	0	0
S1-998639129	4	2	2	0
S1-853829630	4	3	1	1
S1-303431879	2	1	1	0
S1-278351518	7	4	3	0
S1-365928200	6	3	3	0
S1-673217894	4	2	2	0
S1-209375765	0	0	0	0
S1-292684571	2	2	0	1
S1-811124756	2	1	1	0
S1-105559761	1	0	1	0
S1-444858095	2	2	0	0
S1-242056130	2	1	1	0
S1-738203185	7	4	3	0
S1-294298653	6	3	3	0
S1-93187385	2	1	1	0
S1-500976493	4	3	1	0
S1-763114307	0	0	0	0
S1-464679420	5	2	3	0
S1-13513698	4	4	0	0
S1-443736082	4	1	3	0
S1-800338621	1	0	1	0
S1-673686433	3	1	2	0
S1-260192298	7	4	3	1
S1-260752734	5	4	1	0
S1-313884374	6	1	5	0
S1-264410615	2	2	0	0
S1-419922883	3	1	2	1
S1-933415827	4	2	2	0
S1-440158475	1	0	1	1
S1-38587247	3	2	1	0
S1-565970198	0	0	0	0
S1-565275461	4	1	3	0
S1-141784862	2	1	1	0
S1-831456529	5	1	4	0
S1-388024681	3	2	1	0
S1-116362888	5	3	2	0
S1-56622125	4	3	1	1
S1-729933964	6	2	4	0
S1-859166527	0	0	0	1
S1-353699074	0	0	0	0
S1-211127378	0	0	0	0
S1-383498521	2	1	1	0
S1-230905078	1	1	0	0
S1-876548711	3	1	2	0
S1-413435687	3	1	2	0
S1-814453621	3	2	1	0
S1-966988778	3	1	2	0
S1-51563144	5	2	3	0
S1-976470456	0	0	0	1
S1-912071743	5	2	3	0
S1-568435122	4	3	1	1
S1-633408378	6	3	3	0
S1-388157794	3	2	1	0
S1-749299627	4	2	2	0
S1-189837896	6	3	3	0
S1-738477402	4	3	1	0
S1-307958436	4	3	1	0
S1-592698460	4	0	4	0
S1-78695800	10	5	5	1
S1-360209732	4	3	1	0
S1-436752315	0	0	0	0
S1-350026827	1	0	1	0
S1-768355919	4	1	3	0
S1-263688238	5	3	2	0
S1-808977306	2	1	1	0
S1-135086644	6	4	2	0
S1-338339821	3	1	2	0
S1-144748187	1	1	0	0
S1-672843337	2	1	1	0
S1-288950673	3	2	1	0
S1-671589138	4	2	2	0
S1-530292054	4	2	2	0
S1-450618700	4	1	3	0
S1-733657388	5	2	3	0
S1-830189992	5	3	2	0
S1-301149309	3	2	1	0
S1-345682993	3	2	1	1
S1-567718971	4	1	3	0
S1-456378342	3	2	1	0
S1-872398160	5	2	3	0
S1-208607807	1	1	0	0
S1-836309415	5	2	3	0
S1-403779915	2	1	1	0
S1-964869994	5	3	2	0
S1-353949483	2	1	1	0
S1-639617247	3	2	1	0
S1-680997139	6	2	4	0
S1-512202937	3	1	2	0
S1-834163511	0	0	0	0
S1-638437872	4	1	3	0
S1-985791571	3	1	2	0
S1-783042314	2	0	2	0
S1-248285580	4	1	3	1
S1-938310421	5	3	2	1
S1-904101604	3	3	0	0
S1-214443273	4	1	3	0
S1-154854825	3	1	2	0
S1-336006298	4	3	1	0
S1-228780043	4	2	2	0
S1-798391879	3	2	1	0
S1-48846152	1	0	1	0
S1-181706536	3	1	2	0
S1-5974875	5	1	4	0
S1-982974585	3	1	2	1
S1-891783054	5	3	2	0
S1-618837936	2	1	1	0
S1-108995390	4	2	2	0
S1-424421824	3	2	1	0
S1-996306669	5	3	2	0
S1-989962731	3	1	2	0
S1-798240567	3	1	2	0
S1-284559871	4	2	2	0
S1-320151505	3	2	1	0
S1-182472925	3	1	2	0
S1-829629377	3	2	1	0
S1-529307976	2	0	2	0
S1-746755946	4	1	3	0
S1-615241687	3	0	3	1
S1-351397229	5	1	4	0
S1-317402424	2	1	1	0
S1-56757384	3	1	2	0
S1-38697523	4	1	3	1
S1-334844439	6	4	2	0
S1-996332227	3	2	1	0
S1-121332262	3	0	3	0
S1-133625770	4	3	1	0
S1-751781295	1	0	1	0
S1-597211514	5	1	4	0
S1-477379702	5	3	2	1
S1-144329304	0	0	0	0
S1-412024822	0	0	0	0
S1-924073454	4	1	3	0
S1-360636519	3	2	1	0
S1-919479193	7	3	4	0
S1-215328816	3	2	1	0
S1-241942705	6	3	3	0
S1-129633380	2	1	1	0
S1-462925245	3	2	1	1
S1-851830957	1	1	0	1
S1-474532322	2	1	1	0
S1-533936623	3	1	2	0
S1-466876326	6	5	1	0
S1-786913296	6	3	3	0
S1-137629649	3	1	2	0
S1-536131982	4	3	1	1
S1-26351956	3	1	2	0
S1-377614419	5	2	3	1
S1-555762655	5	1	4	0
S1-221444218	3	2	1	0
S1-230676939	3	2	1	0
S1-681914239	5	1	4	0
S1-578839202	4	3	1	1
S1-452503769	4	2	2	0
S1-669312620	6	3	3	0
S1-328277028	6	3	3	0
S1-432062191	4	1	3	1
S1-45173668	4	1	3	0
S1-499594744	7	2	5	0
S1-467209505	1	1	0	0
S1-744034007	2	1	1	0
S1-623858923	4	3	1	0
S1-951336540	3	1	2	0
S1-415351881	6	2	4	0
S1-375002992	4	2	2	0
S1-959673805	5	2	3	1
S1-874014999	4	2	2	0
S1-88292349	2	1	1	1
S1-633802730	6	5	1	0
S1-446229083	1	0	1	1
S1-353953535	3	1	2	0
S1-427101995	4	1	3	1
S1-963869421	3	1	2	0
S1-389876587	6	4	2	0
S1-75663953	3	1	2	0
S1-91767815	3	3	0	0
S1-233578344	3	1	2	0
S1-460386929	1	1	0	0
S1-637711276	4	1	3	0
S1-779535296	7	4	3	0
S1-553119276	6	3	3	0
S1-575413227	3	1	2	0
S1-953393419	2	1	1	0
S1-61939087	4	2	2	0
S1-532364048	4	1	3	0
S1-287897567	3	2	1	1
S1-681487491	5	2	3	0
S1-849023530	0	0	0	0
S1-580893806	3	1	2	1
S1-64827154	4	1	3	0
S1-389200580	3	2	1	0
S1-994417851	2	1	1	1
S1-704230379	4	1	3	0
S1-852593328	7	2	5	0
S1-760475205	3	2	1	1
S1-955818883	1	0	1	1
S1-62503006	3	1	2	1
S1-413717459	5	1	4	0
S1-636984727	6	3	3	1
S1-381497594	2	1	1	0
S1-4329987	3	3	0	1
S1-56432005	5	1	4	0
S1-40903482	3	2	1	0
S1-306650033	6	3	3	0
S1-506017157	0	0	0	0
S1-264122260	0	0	0	0
S1-366726145	1	1	0	0
S1-233405706	7	4	3	0
S1-384906201	5	3	2	1
S1-453142650	5	3	2	0
S1-56758691	3	2	1	1
S1-200453197	6	5	1	0
S1-246283519	3	2	1	1
S1-312454806	4	1	3	0
S1-868534636	4	1	3	0
S1-16991530	4	3	1	0
S1-521084426	5	2	3	0
S1-864252051	4	2	2	0
S1-231527440	3	2	1	0
S1-157190066	3	2	1	0
S1-808229884	6	3	3	1
S1-201633051	2	1	1	1
S1-117047297	4	1	3	0
S1-881331524	2	1	1	0
S1-437164986	5	1	4	0
S1-989006482	6	3	3	0
S1-606938203	3	2	1	1
S1-511646965	2	0	2	0
S1-469216219	5	3	2	0
S1-929052214	1	1	0	1
S1-196221494	4	3	1	1
S1-286254050	5	3	2	0
S1-149851114	5	2	3	0
S1-802233392	4	2	2	0
S1-495912189	5	2	3	0
S1-522537129	1	0	1	0
S1-179021919	4	3	1	1
S1-729284168	4	2	2	0
S1-372271548	3	1	2	0
S1-487532085	4	1	3	0
S1-739429454	8	2	6	0
S1-11370138	4	2	2	1
S1-959240622	4	1	3	0
S1-250810347	4	2	2	0
S1-742380631	3	1	2	1
S1-588809172	2	1	1	1
S1-443154384	5	2	3	0
S1-100847576	2	1	1	0
S1-463250913	5	1	4	0
S1-647515527	4	3	1	0
S1-473746992	1	1	0	0
S1-936559376	5	1	4	0
S1-305137613	4	3	1	0
S1-819690360	5	2	3	0
S1-85545078	6	4	2	0
S1-959796549	4	1	3	0
S1-190231199	1	0	1	0
S1-465922028	4	1	3	0
S1-320857877	3	2	1	1
S1-499693638	4	3	1	1
S1-830328209	3	2	1	0
S1-457926738	5	2	3	0
S1-667283698	0	0	0	0
S1-68161416	0	0	0	1
S1-511932167	2	1	1	0
S1-941134602	6	3	3	0
S1-595558619	4	1	3	0
S1-400153728	7	3	4	0
S1-681559416	2	1	1	0
S1-850557740	7	2	5	0
S1-761029861	2	0	2	0
S1-566444155	5	1	4	0
S1-786474799	5	2	3	0
S1-609167497	2	1	1	1
S1-327349996	4	1	3	0
S1-787307071	3	1	2	0
S1-550708238	4	3	1	0
S1-522039256	6	3	3	0
S1-958016851	6	4	2	0
S1-438307294	4	0	4	1
S1-727513545	5	3	2	0
S1-927939529	2	1	1	0
S1-954373687	6	4	2	1
S1-252042265	4	2	2	0
S1-414754520	3	2	1	0
S1-312379994	8	5	3	0
S1-267766289	3	1	2	0
S1-76407771	2	2	0	1
S1-573095143	4	3	1	1
S1-955981217	4	1	3	0
S1-669153241	2	1	1	1
S1-279297066	3	2	1	0
S1-886834328	6	5	1	0
S1-881299166	6	2	4	0
S1-718773450	4	2	2	1
S1-787660300	3	2	1	1
S1-764078634	6	4	2	1
S1-650890523	5	3	2	0
S1-372729487	3	2	1	1
S1-753550034	3	1	2	0
S1-585005198	5	1	4	0
S1-253227957	3	1	2	0
S1-86491325	2	1	1	0
S1-998456067	4	2	2	0
S1-636183202	5	3	2	0
S1-135796250	3	1	2	0
S1-546713125	3	1	2	0
S1-938469204	3	1	2	0
S1-468461684	5	2	3	0
S1-528382196	5	4	1	0
S1-811364114	5	2	3	0
S1-909000833	4	1	3	0
S1-79401451	0	0	0	1
S1-788997298	2	2	0	0
S1-630594079	6	3	3	0
S1-10833330	2	1	1	0
S1-338748376	4	2	2	0
S1-137743466	3	1	2	0
S1-694445589	0	0	0	0
S1-682811460	2	1	1	0
S1-224611858	4	1	3	1
S1-98957447	3	1	2	0
S1-910471360	2	1	1	1
S1-506681420	3	1	2	0
S1-383592058	4	1	3	0
S1-86843521	3	2	1	0
S1-321758740	2	2	0	0
S1-621235728	2	1	1	0
S1-261857747	3	1	2	1
S1-496625773	3	1	2	0
S1-217900181	3	0	3	0
S1-652214697	0	0	0	0
S1-3214632	0	0	0	0
S1-144059726	3	1	2	0
S1-5186327	2	1	1	0
S1-648537214	1	0	1	0
S1-497513759	2	1	1	0
S1-271123338	3	2	1	0
S1-840268391	0	0	0	0
S1-165879099	4	2	2	0
S1-917603532	5	2	3	0
S1-934052094	3	2	1	0
S1-198841366	6	2	4	0
S1-181114660	3	0	3	0
S1-22904457	2	1	1	0
S1-668978367	2	1	1	1
S1-886896267	5	3	2	0
S1-386164811	2	0	2	1
S1-121299216	3	1	2	0
S1-221941373	5	4	1	0
S1-267048116	6	2	4	0
S1-620014634	3	1	2	0
S1-243237899	5	2	3	0
S1-809829200	3	2	1	0
S1-838286308	4	1	3	0
S1-871116016	5	2	3	0
S1-194480335	5	3	2	0
S1-479043523	4	2	2	0
S1-835588132	4	3	1	0
S1-487372485	3	2	1	0
S1-390822631	3	2	1	1
S1-436036202	2	1	1	1
S1-256545500	8	3	5	1
S1-952605107	2	1	1	0
S1-4699770	6	4	2	0
S1-256503049	7	3	4	0
S1-964942400	3	1	2	0
S1-733246058	7	3	4	0
S1-620787839	4	2	2	0
S1-294267989	3	1	2	0
S1-342037402	3	1	2	0
S1-311145793	2	2	0	0
S1-367119790	3	1	2	0
S1-258969920	6	2	4	0
S1-945253422	6	3	3	0
